1	31	59
2	87	35
3	142	56
4	237	64
5	339	75
6	442	88
7	600	102
8	721	219
9	1047	261
10	1245	272
11	1384	290
12	1558	296
13	1698	294
14	1859	306
15	2050	386
16	2261	430
17	2509	450
18	2724	524
19	2991	549
20	3223	589
21	3593	924
22	4494	1004
23	5565	1011
24	4518	735
25	4946	844
26	4716	815
27	5404	1139
28	6432	1045
29	5869	1130
30	5709	1111
31	6297	1599
32	8143	1724
33	8162	943
34	8624	1469
35	9829	696
36	7700	673
37	6893	702
38	7163	701
39	8957	1753
40	11779	796
41	8130	809
